file,text
New Recording 45_773.wav,મઈદા કટી બાકિ છહા
New Recording 46_710.wav,મઈદા દાસકિલઋ થાપા
New Recording 47_704.wav,મઈદા દહસકિલઋ બિચઇ
New Recording 48_140.wav,महिदा दोस्किलो गटाओ
New Recording 49_144.wav,अण्डा कति बाकि छ?
New Recording 4_738.wav,प्यूड़ा पाँच किलो धपः
New Recording 50_767.wav,अंडा पौन्द्रवडा थपव
New Recording 51_771.wav,अण्डा पौन्दरोडा बेची
New Recording 52_711.wav,अंडा पान्द्रोडा गटा हुग्या
New Recording 53_700.wav,बेसार कति बागी छा
New Recording 54_838.wav,देशार फ़िल्स खिलो थपप
New Recording 55_835.wav,બિષાર પંતિસ કિલઋ બિચઇ
New Recording 56_898.wav,तेसार 25 किलो गटाउ
New Recording 57_905.wav,बिस्कित कति बाइकी छा?
New Recording 58_81.wav,बिस्किट 20 पैकेट थापा
New Recording 59_78.wav,बिस्किट 20 पैकेट बेचवा
New Recording 5_796.wav,छिव्रा पाँछ किलो बेचा
New Recording 60_142.wav,बिस्कित 20 पैकेट गाटा हो।
New Recording 6_733.wav,चिव्रा पाँच किलो बेचह
New Recording 7_681.wav,छिवरा पाँच किलो गटव
New Recording 8_121.wav,पान्छ किलो गथाओ
New Recording 9_163.wav,मईदा कति बाकी छा?
New Recording_200.wav,चिउरा कति बाकी छा?
person_1_चामल एक किलो घटाउ - Clear_283.wav,चामल 1 किलो गटव
person_1_चामल एक किलो घटाउ - Mic_s far away_178.wav,સામલ એક્કીલઋ ગટાઉં
person_1_चामल एक किलो घटाउ - Noise_577.wav,ચામલ એક્છીલં ગટાઉિ
person_1_चामल एक किलो थप - Clear_1.wav,चामल एक किलू धबव
person_1_चामल एक किलो थप - Mic_s far away_244.wav,ચામલ એક્કીલં થાબા
person_1_चामल एक किलो थप - Noise_855.wav,चामल 1 किलो थबा
person_1_चामल एक किलो बेच - Clear_487.wav,ચામલ એક્કીલં બિચા
person_1_चामल एक किलो बेच - Mic_s far away_803.wav,સામાલ એક્કીલવાપેચામ્
person_1_चामल एक किलो बेच - Noise_374.wav,ચામાલ એક્કીલઋ દિછા
person_1_चामल कति बाँकी छ - Clear_170.wav,ચામલ કતી માકી છહં
person_1_चामल कति बाँकी छ - Mic_s far away_108.wav,सामोल कति पाकी छाओ
person_1_चामल कति बाँकी छ - Noise_789.wav,चामोल कोति बाइनी छो
person_1_चीनी एक किलो घटाउ - Clear_890.wav,छीनी एक किलो गटाउ
person_1_चीनी एक किलो घटाउ - Mic_s far away_26.wav,सीनी एक किलो गटा हुँ
person_1_चीनी एक किलो घटाउ - Noise_85.wav,છિવી એક્કીલો ગટાઓ
person_1_चीनी एक किलो थप - Clear_316.wav,ચીની એક્કીલં થાબા
person_1_चीनी एक किलो थप - Mic_s far away_674.wav,સિની એકિલતાબા
person_1_चीनी एक किलो थप - Noise_640.wav,તિની એકિલુ થાપા
person_1_चीनी एक किलो बेच - Clear_35.wav,ચિનિ એકકિલહ બિચા
person_1_चीनी एक किलो बेच - Mic_s far away_442.wav,ચિની એકકીલૂ બિચામ્
person_1_चीनी एक किलो बेच - Noise_830.wav,ચીણી એક્કીલૂ દિચાં
person_1_चीनी कति बाँकी छ - Clear_663.wav,ચિનિ કતિ બાગિ છહં.
person_1_चीनी कति बाँकी छ - Mic_s far away_648.wav,ચિરિ કાટિ બાગિ છારં
person_1_चीनी कति बाँकी छ - Noise_288.wav,ચિનિ કતિ માગિ છાંગરાં
person_1_तेल एक किलो घटाउ - Clear_532.wav,तेल 1 खिलो गटाओ
person_1_तेल एक किलो घटाउ - Mic_s far away_821.wav,तेल एक किलो बटाँ
person_1_तेल एक किलो घटाउ - Noise_446.wav,तेल 1 किलो गटा होता है
person_1_तेल एक किलो थप - Clear_686.wav,तेल 1 किलो धाबा
person_1_तेल एक किलो थप - Mic_s far away_302.wav,तेल 1 किलो थापा
person_1_तेल एक किलो थप - Noise_168.wav,तेल 1 किलो धाबा
person_1_तेल एक किलो बेच - Clear_530.wav,तल एक किलो बेचा
person_1_तेल एक किलो बेच - Mic_s far away_741.wav,तेल 1 किलो बेचाँ
person_1_तेल एक किलो बेच - Noise_445.wav,तेल एक कीनो बेजा
person_1_तेल कति बाँकी छ - Clear_123.wav,तेल काति बागी छो?
person_1_तेल कति बाँकी छ - Mic_s far away_46.wav,ते गिरी कति बागी छा?
person_1_तेल कति बाँकी छ - Noise_720.wav,तेल कति बाइकी छा?
person_1_दाल एक किलो घटाउ - Clear_369.wav,दाल 1 किलो गटाउ
person_1_दाल एक किलो घटाउ - Mic_s far away_115.wav,दाल 1 किलो बताओ
person_1_दाल एक किलो घटाउ - Noise_480.wav,दाल 1 किलो गटाउं
person_1_दाल एक किलो थप - Clear_376.wav,दाल 1 किलो थापा
person_1_दाल एक किलो थप - Mic_s far away_409.wav,दाल 1 किलो ठाता
person_1_दाल एक किलो थप - Noise_489.wav,दाल 1 किलो थबो
person_1_दाल एक किलो बेच - Clear_862.wav,ਦਾਲ ਏਕ ਕੀਲੋ ਬੇਚਾਓ
person_1_दाल एक किलो बेच - Mic_s far away_126.wav,दाल 1 किलो बेचाओ
person_1_दाल एक किलो बेच - Noise_7.wav,दाल 1 किलो देज़ा
person_1_दाल कति बाँकी छ - Clear_314.wav,दाल कति बाकी छा?
person_1_दाल कति बाँकी छ - Mic_s far away_810.wav,दाल कति बाकी छो
person_1_दाल कति बाँकी छ - Noise_637.wav,दाल कति बाती छार
person_1_नुन एक किलो घटाउ - Clear_654.wav,ਨੂਨ ਏਕ ਖੀਲੋ ਗੱਟਾਉੁ
person_1_नुन एक किलो घटाउ - Mic_s far away_354.wav,ਨੂਲ ਏਕ ਕੀਲੋ ਹੁਹ੍ਟ੆ਹੁ
person_1_नुन एक किलो घटाउ - Noise_307.wav,ਨੂਲ ਏਕ੍ਛੀਲੁ गੁटાનੁ
person_1_नुन एक किलो थप - Clear_578.wav,ਨੂ ਏਕ ਕੀਲੁ ਹੈਭੈ
person_1_नुन एक किलो थप - Mic_s far away_55.wav,ਨੂਲ ਏਕ ਕੀਲੁ ਹੁਤ੍થાપા
person_1_नुन एक किलो थप - Noise_279.wav,ਨੂਲ ਏਕ ਕੀਲੁ થાપમ
person_1_नुन एक किलो बेच - Clear_903.wav,ਨੂਨ ਏਕ੍ਕੀਲੂ ਬੇਚਾ
person_1_नुन एक किलो बेच - Mic_s far away_696.wav,ਨਂਲ ਏਕ ਕੀਲੁ ਬੇਜਰਂ
person_1_नुन एक किलो बेच - Noise_72.wav,ਨਂਲ 1 ਟੀਲੋ ਬੇਛਾ
person_1_नुन कति बाँकी छ - Clear_280.wav,ਨਂ ਕਟਿ ਬਾਗੀ ਛਹਰ?
person_1_नुन कति बाँकी छ - Mic_s far away_16.wav,ਨੂਟ ਕਤੀ ਬਾਗੀ ਛਹੋ?
person_1_नुन कति बाँकी छ - Noise_579.wav,નં કતિ બાગિ છાટિ
person_2_1.1_715.wav,ચામલ કતી બાગિ છહા
person_2_1.2_775.wav,ચામલ કત્તિ બાકિ છામલ
person_2_1.3_758.wav,चाबल कति बाकी छा?
person_2_10.1_278.wav,एक लिटर तेल धापा
person_2_10.2_329.wav,एक लिटर तेल था पार
person_2_10.3_289.wav,तेल एक लिटर थापा
person_2_11.1_86.wav,1 litre तलल बेचचो
person_2_11.2_22.wav,एक लिटर तेल बेचा
person_2_11.3_19.wav,तेल एक लिटर बेचा
person_2_12.1_299.wav,एक लिटर तेल गटाओ।
person_2_12.2_238.wav,तेल गटाओ
person_2_12.3_273.wav,तेल एक लिटर घटाओ
person_2_13.1_14.wav,ચિનિ કત્તિ બાગિ છા?
person_2_13.2_65.wav,चीनी कति बागी छा?
person_2_13.3_92.wav,चीडि कति बागी छा?
person_2_14.1_418.wav,एक किलो चीडि धपा
person_2_14.2_349.wav,एक किलो चीडि धपा
person_2_14.3_373.wav,ચિદિ એકકિલં બિટા
person_2_15.1_130.wav,एक किलो चीडि बेचा
person_2_15.2_181.wav,एक किलो चीडि बेछा
person_2_15.3_220.wav,ચિદી એક્કીલં થાપા
person_2_16.1_360.wav,એક્કીલો ચીડી ગાટાઓ
person_2_16.2_432.wav,एक किलो चिरी गटा उदुबाद
person_2_16.3_431.wav,ચિદિ એકકિલં ગટાઓ
person_2_17.1_227.wav,ਨਂਨ ਗਤਿ ਬਾਗੀ ਛਹਾ?
person_2_17.2_160.wav,नून कति बाकि छो?
person_2_17.3_124.wav,ਨੂ ਕਤੀ ਬੈੈੀ ਛਹੈ
person_2_18.1_497.wav,ਨੂਨ ਏਕੀਲਓ ਹੈਭੈੂਦੁਂਦੁਂਦੁਂਦੁ
person_2_18.2_549.wav,ਨੂਨ ਏਕੀਲਤ ਹਾਪਾ
person_2_18.3_536.wav,নংল এক কিলও ধাপা
person_2_19.1_799.wav,ਨੂਣ ਏਕ ਕੀਲਵੁ ਬੇਛਹੁ
person_2_19.2_736.wav,ਮੂਨ ਏਕ੍ਕੀਲਵੁ ਬੇਚਾ
person_2_19.3_678.wav,দউদ এক কিলও बেचा
person_2_2.1_472.wav,एक किलो चामल धपं
person_2_2.3_565.wav,ચાબલ એકિલં થાપા
person_2_20.1_816.wav,ਨੂਨ ਏਕ ਕੀਲੋ ਗੱਟਆਓ
person_2_20.2_885.wav,ਮੂਨ ਏਕ ਕੀਲੋ ਗੱਟਾਓ
person_2_20.3_917.wav,दूद 1 किलो घटाओ
person_2_2_70.wav,एक कीलो चामल धपं
person_2_3.1_769.wav,एक किल चामल बेचः
person_2_3.2_705.wav,एक किलो चाबल बेचा
person_2_3.3_708.wav,ચાબલ એકિલં બિટછા
person_2_4.1_595.wav,एक किलो चाबल गटाओ
person_2_4.2_641.wav,एक कीलो चावल गटाओ
person_2_4.3_649.wav,ता बोल 1 किलो घटाउ
person_2_5.1_873.wav,दाल कति बाकि छा?
person_2_5.2_807.wav,दाल कति बाकि छा?
person_2_5.3_864.wav,दाल कति बागी छो
person_2_6.1_653.wav,दाल एक किलो थापा
person_2_6.2_610.wav,ताल 1 किलो थ्रापार
person_2_6.3_587.wav,दाल 1 किलो धपः
person_2_7.1_853.wav,ताल 1 किलो बेचह
person_2_7.2_916.wav,दाल 1 किलो बेचा
person_2_7.3_884.wav,दाल 1 किलो बेचा
person_2_8.1_317.wav,दाल 1 किलो गटाओ
person_2_8.2_267.wav,दाल एक किलो गटाओ
person_2_8.3_243.wav,दाल 1 किलो घटाउ
person_2_9.1_42.wav,तेल कति बाकि छा?
person_2_9.2_109.wav,तेल कति बाकि सा?
person_2_9.3_50.wav,तेल कति बाकी छा?
person_3_1.1_906.wav,सामल कति बाकि छा?
person_3_1.2_843.wav,ચામલ કતી બાગિ છામલ
person_3_1.3_832.wav,चामल को ती बाकी था
person_3_10.1_277.wav,तेल 1 लिटर धापा
person_3_10.2_332.wav,तेल एक लिटर धपा
person_3_10.3_287.wav,फापा किलिटर
person_3_11.1_84.wav,तेल 1 लिटर बेशा
person_3_11.2_25.wav,तेल एक लिटर बेचा
person_3_11.3_18.wav,देन एक लिटर बेसा
person_3_12.1_296.wav,तेल एक लिटर गटाओ
person_3_12.2_241.wav,तेल एक लिटर घटाओ
person_3_12.3_271.wav,एक लिटर धटा हुँ
person_3_13.1_12.wav,छिनी क्रती बागी छा?
person_3_13.2_68.wav,छिनी कति बाइकी छा?
person_3_13.3_90.wav,जीनी को दिपागे छ
person_3_14.1_417.wav,સિની એકિલરથાપા
person_3_14.2_350.wav,सीनी एक किलोध धापा
person_3_14.3_371.wav,ચિમિ એકિલરધાપા
person_3_15.1_128.wav,छिनी एक किलो बेचा
person_3_15.2_185.wav,चिनी एक किलो बेचा
person_3_15.3_217.wav,સીની એક્ કિલવં બિટાર્
person_3_16.1_358.wav,छिनी एक किलो गटाउ
person_3_16.2_434.wav,चीनी एक किलो गटाओ
person_3_16.3_429.wav,સિની એક્ કિલવ ગટાઉગિ
person_3_17.1_226.wav,नुन गति बाइकी छा?
person_3_17.2_161.wav,कद्गाती बागी छा
person_3_17.3_122.wav,नून कति बाईकी छा?
person_3_18.1_501.wav,ਨੂਨ ਏਕ੍ਕੀਲੋ धાપા
person_3_18.2_547.wav,ਨਂਨ ਏਕ ਗੀਲਓਦਸ਼ਹਪਾ
person_3_18.3_537.wav,मुन एक किलो धाबार
person_3_19.1_801.wav,ਨਂਨ ਏਕਕਿਲਵਬਿਟਾ
person_3_19.2_734.wav,नोन एक किलो बेचा
person_3_19.3_679.wav,नुन एक किलो बेचा रहा है
person_3_2.1_634.wav,चामाले किलो धपः
person_3_2.2_582.wav,सामाले एक गिरो धापा
person_3_2.3_612.wav,सामाल 1 किलो धबा
person_3_20.1_818.wav,मुन एक किलो गटाओ
person_3_20.2_883.wav,कुण एक किलो गाता हो
person_3_20.3_918.wav,নঁণ এক কিলও ঘটাউ
person_3_3.1_826.wav,चमल 1 किलो बेटा
person_3_3.2_891.wav,सामालिक किलो पेछा
person_3_3.3_912.wav,पमह लेख खिलो बेजा
person_3_4.1_526.wav,चमाल 1 किलो गटाओ
person_3_4.2_482.wav,चामाले किलो गटाओ
person_3_4.3_504.wav,સામાલ એક્કીલઋ ગટાઓં
person_3_5.1_693.wav,ताल कति बाकी छा?
person_3_5.2_751.wav,दाल कति बाकि छा
person_3_5.3_782.wav,दाल कति बाकी छा?
person_3_6.1_493.wav,दालेकिलो धबा
person_3_6.2_543.wav,दाली किलो थापा
person_3_6.3_542.wav,ताल एक किलो धबा
person_3_7.1_794.wav,दाल 1 किलो बेजा
person_3_7.2_732.wav,दाले किलो बेता
person_3_7.3_683.wav,दाल एक किलो बेचा
person_3_8.1_365.wav,दाल 1 किलो कटाउ
person_3_8.2_438.wav,लेकिलो गटा हो
person_3_8.3_423.wav,दाल 1 किलो गटाओ
person_3_9.1_229.wav,तेल कति बाईकी छा?
person_3_9.2_164.wav,एल कति बाईकी छो
person_3_9.3_119.wav,तेल काती बाईपि छा
person_4_chamal Kati baki cha - far_38.wav,चामुल कति बाकी छा?
person_4_chamal Kati baki cha - nosie_879.wav,चामल कदि बागी छा?
person_4_chamal Kati baki cha_661.wav,चामल कति बाकि छा?
person_4_chamal ek kilo becha - far_112.wav,ચામલ એકિલં બિજાઓ
person_4_chamal ek kilo becha - noise_494.wav,चामाल 1 किलो बेचा
person_4_chamal ek kilo becha_742.wav,ચામાલ એકિલં બિજા
person_4_chamal ek kilo thapa - far_331.wav,चामल 1 किलो धगो
person_4_chamal ek kilo thapa - noise_498.wav,चामल 1 किलू थबा
person_4_chamal ek kilo thapa_125.wav,ચામલ એકિલં ધહપા
person_4_chamal ghatau - far_458.wav,સામલ એક કિલઋ ગટા ઉંપટા
person_4_chamal ghatau - noise_64.wav,चामल एक किलो बड़ो
person_4_chamal ghatau_541.wav,ચામલ એકિલઋ ગહટાઊં
person_4_chini becha - far_840.wav,इनि एक गिलो बेचा
person_4_chini becha - noise_897.wav,जीनी एक किलो बेजाया
person_4_chini becha_647.wav,કિણિનિ એકિલવં બિજા
person_4_chini ghatau - far_483.wav,एकिनी एक किलो का डाउट
person_4_chini ghatau - noise_694.wav,छिन्नी एक किलो गटा उन
person_4_chini ghatau_706.wav,કટાઓરિંટિની એકટિલરકાટાઓરિંટિની
person_4_chini kati baki cha - far_716.wav,किनि कति बाइकी छो?
person_4_chini kati baki cha - noise_673.wav,जूनि कति बाइकी छाओ?
person_4_chini kati baki cha_525.wav,छीनी कटी बाकी छा?
person_4_chini thapa - far_603.wav,किनी एक गिलो तबा
person_4_chini thapa - noise_900.wav,पचिनी इत्तिले खापा
person_4_chini thapa_259.wav,गीनी एक किलो धापा
person_4_daal becha - far_841.wav,दाल 1 किलो बेचा
person_4_daal becha - noise_198.wav,दाल 1 किलो बेचा
person_4_daal becha_768.wav,दाल 1 किलो बेचा
person_4_daal ghatau - far_470.wav,दाल 1 किलो भटा उन
person_4_daal ghatau - noise_548.wav,दाल 1 किलो कटा उठू
person_4_daal ghatau_829.wav,टाल 1 किलो घटओ
person_4_daal kati baki cha - far_368.wav,दाल कोति बाकि थिहो
person_4_daal kati baki cha - noise_372.wav,बाल कोति बाकी छाओ
person_4_daal kati baki cha_303.wav,दाल कोति बागी छो
person_4_daal thapa - far_604.wav,दाल 1 किलो थपा
person_4_daal thapa - noise_201.wav,डाल 1 कीलो थापा
person_4_daal thapa_143.wav,दाल 1 किलू धबव
person_4_nun - far_500.wav,મં કતિ બાગિ છહઁ?
person_4_nun - noise_553.wav,ਹुएंका ती बागी छाँ
person_4_nun becha - far_569.wav,नुन एंकिलो बेजा
person_4_nun becha - noise_261.wav,ਮੀੇਸ੍ਟੀਲੋਦੇजੈ
person_4_nun becha_567.wav,ਨੂ ਏਕ ਗੀਲੋ ਬੇਜਾ
person_4_nun ghatau - far_477.wav,একটিলੁ গটাউণ্ট।।।
person_4_nun ghatau - noise_165.wav,नुन एक किलो बताओ
person_4_nun ghatau_907.wav,नुन 1 किलो गटाओ
person_4_nun thapa - far_798.wav,ਮਁਨ ਆਕੀਲੋ ਟાનਾ
person_4_nun thapa_392.wav,ਨੂਨ ਏਕ੍ਕੀਲੁ धાનੁનੁનੁ
person_4_nun tjapa- noise_39.wav,नुन एक टिलो धाबा
person_4_nun_586.wav,नून कटी बागी छा?
person_4_tel becha - far_309.wav,एक लिटर पे जा
person_4_tel becha - noise_770.wav,देचा
person_4_tel becha_797.wav,तेल 1 लीटर बेचाओ
person_4_tel ghatau - far_623.wav,এক লিটর গ঳ড
person_4_tel ghatau - noise_570.wav,तो एन एक लिटर बाता है।
person_4_tel ghatau_58.wav,एक लिटर गटा उ
person_4_tel kati baki cha - far_3.wav,देल कोटी बागी छाँ
person_4_tel kati baki cha - noise_188.wav,तेल कदि बागी छाओ?
person_4_tel kati baki cha_656.wav,तेल कति बाकि छो
person_4_tel thapa - far_80.wav,एक लिटर धापा
person_4_tel thapa - noise_774.wav,तेल 1 लीटर खापा
person_4_tel thapa_162.wav,1 liter dhapa
person_5_Chamal becha far_328.wav,समर एक्किल बेटा
person_5_Chamal becha no noise_203.wav,चामल 1 किलो बेजा
person_5_Chamal becha noise_682.wav,टामल एक लोगे टाम
person_5_Chamal ghatau far_146.wav,तामल 1 किलो गटाओ
person_5_Chamal ghatau no noise_114.wav,एकिल गधाओ
person_5_Chamal ghatau noise_292.wav,जामा इतिनो गधर
person_5_Chamal kati baki far_174.wav,चामाल कटि बागि छो
person_5_Chamal kati baki noise copy_589.wav,प्रहमारी गोटे बात्य फ्राँ?
person_5_Chamal kati baki noise_717.wav,चहाँ मलको ती बागी छाओ?
person_5_Chamal kati baki normal_172.wav,સામલ કાટિ બાગિ છહા
person_5_Chini becha noise_857.wav,जनयी प्रिवारी जाओ
person_5_Chini becha normal_747.wav,खिनु एकिलो बेदा
person_5_Chini ghatau far_719.wav,क्लिनी एकिना गटा हो
person_5_Chini ghatau noise_370.wav,किनि इतिलो गहता हूँ?
person_5_Chini ghatau normal_657.wav,सिनि उठीलोगा ताओ
person_5_Chini kati baki far_707.wav,जीवी गड़िबा दिसा
person_5_Chini kati baki noise_836.wav,सिमिन्का तिबादिभाव
person_5_Chini kati baki normal_266.wav,કાટિ બાગિ છહા
person_5_Chini thapa far_152.wav,खिनि एक लोध हाबा
person_5_Chini thapa noise_615.wav,छीनी एपिलो तापा
person_5_Chini thapa normal_27.wav,कीनी एकिलु तबा
person_5_Chink becha far_145.wav,प्रिछीनी एक लिए बेचा
person_5_Dal becha far_257.wav,.
person_5_Dal becha noise_325.wav,नाल इतनी वेतरी
person_5_Dal becha normal_348.wav,खाल एक किलो बेक्या
person_5_Dal ghatau far_254.wav,बाल एकिन गटाओ
person_5_Dal ghatau no nooise_697.wav,दाल इकिलो का ताओ
person_5_Dal ghatau noise_804.wav,दाल 1 किलो ग़ौटा हुए
person_5_Dal kati baki cha noise_395.wav,भाल को तीबा पिठा
person_5_Dal kati baki far_390.wav,तान कोटि बागिछो
person_5_Dal kati baki normal_100.wav,दाल कोडि बाकि छा?
person_5_Dal thapa far_533.wav,दाल उट्किलिट्र हापा
person_5_Dal thapa no noise_2.wav,दाल इक्लिएत्रापार्
person_5_Dal thapa noise_111.wav,गाल उगली थापा
person_5_Nun becha far_503.wav,नूल एकिलो बेटा
person_5_Nun becha noise_13.wav,नानइ इपिला विक्किया
person_5_Nun becha normal_926.wav,ਨੂ ਏਕ੍ਟੀਲੁ ਬੇટਾ
person_5_Nun ghata noise_95.wav,मुझे उठ्तिला गप्ता है।
person_5_Nun ghatau far_0.wav,इकिलो गटाओ
person_5_Nun ghatau normal_166.wav,নੂ এতੀলੁ কটাओ
person_5_Nun kati baki  far_107.wav,नुण कदे बाते जा?
person_5_Nun kati baki noise copy_45.wav,नुखकति बाति भाव
person_5_Nun kati baki normal_463.wav,ਨੂ ਕੱ੍ਟੀ ਬાਟੀ ਛਹੈ
person_5_Nun thapa far_310.wav,ਨਂ ਏਕੀਲਟਰਬਾ
person_5_Nun thapa noise_246.wav,नुन इक्किलोट अपना
person_5_Nun thapa normal_134.wav,परकल्यो .
person_5_Tel  kati baki normal_99.wav,दिल गदि बागे छो
person_5_Tel becha far_866.wav,केल उप लो बेदा
person_5_Tel becha no noise_205.wav,देल एक किलो बेचा
person_5_Tel becha noise_729.wav,तेन खिक्यो बिदा
person_5_Tel ghatau far_848.wav,देखिलो गटाओ
person_5_Tel ghatau no noise_880.wav,देन एक लोगो ढाओ
person_5_Tel ghatau noise_420.wav,प्रिकाप्ति पूत्रि गंबारो
person_5_Tel kati baki far_721.wav,तेहिल गोटि बाबिता
person_5_Tel kati baki noise_138.wav,दिवका दिबागी द्वाग
person_5_Tel tapa noise_443.wav,देन पित्तमत बानों
person_5_Tel thapa far_176.wav,इल एकिलोद्राबाग
person_5_Tel thapa no noise_334.wav,देल 1 गिलो धापा
person_5_chamal Thapa Far_469.wav,सावल एक किलो धापा
person_5_chamal Thapa no noise_284.wav,चामल 1 किलु धपा
person_5_chamal thapa noise_471.wav,जामध एक किलो धबाँ
person_6_111a_590.wav,चामुल कति बाकी सहा?
person_6_111b_639.wav,जामल एक किलो थपं
person_6_111c_652.wav,चामल 1 किलो बेटम
person_6_111d_534.wav,चामल 1 किलो कटव
person_6_11a_381.wav,चामल कति बाकी छा?
person_6_11b_452.wav,जामल 1 किलो धपग
person_6_11c_406.wav,તામલ ઇકિલહ બિટા
person_6_11d_320.wav,ચામલ એકિલં ખાટાઉ
person_6_1a_105.wav,चामल कति बाकी छा?
person_6_1b_40.wav,चामल 1 किलो धपा
person_6_1c_4.wav,चामल 1 किलो बेचा
person_6_1d_158.wav,चामल 1 किलो खटाओ
person_6_222a_624.wav,दाल कति बागी छा?
person_6_222b_571.wav,दाल 1 किलो ठपँ
person_6_222c_621.wav,दाल 1 किलो बीचा
person_6_222d_466.wav,दाल 1 किलो गाटव
person_6_22a_765.wav,दाल कति बाकी छव
person_6_22b_701.wav,दाल 1 किलो धपा
person_6_22c_712.wav,दाल इक्किलो बेचा
person_6_22d_837.wav,दाल 1 किलो कटाउ
person_6_2a_859.wav,दाल कति बाकी छा?
person_6_2b_921.wav,दाल 1 किलो थापा
person_6_2c_878.wav,दाल 1 किलो बेचा
person_6_2d_790.wav,दाल 1 किलो गटव
person_6_333a_237.wav,तेल कटी बागी छाँ?
person_6_333b_293.wav,तेल 1 लिटर धापं
person_6_333c_324.wav,तेल एक लिटर बेचा
person_6_333d_400.wav,तेल 1 लिटर कटाओ
person_6_33a_671.wav,तेल कति बागी छो
person_6_33b_619.wav,तेल 1 लिटर धापा
person_6_33c_573.wav,तेल 1 लिटर बेचा
person_6_33d_515.wav,तेल 1 लिका काटाओ
person_6_3a_744.wav,तेल कति बाकि छो?
person_6_3b_687.wav,तेल 1 लिटर धापा
person_6_3c_727.wav,तेल एक लिटर बेचा
person_6_3d_812.wav,तेल 1 लिटर घटाओ
person_6_444a_563.wav,छीनी कति बाकी साँ?
person_6_444b_512.wav,छीने इकिलो धापा
person_6_444c_473.wav,चीनी एक किलो बेचा
person_6_444d_614.wav,चीने एक किलो काटाउ
person_6_44a_572.wav,छीनी काति बागी सा?
person_6_44b_627.wav,चीनी एक किल्यो था पाद
person_6_44c_669.wav,छीनी एक किलो बेचा
person_6_44d_518.wav,छीनी 1 किलो काटाँ
person_6_4a_667.wav,छीनी कति बाकी छा?
person_6_4b_617.wav,छीनी इकिलो धापा
person_6_4c_575.wav,ચિની એકિલઋ બિટા
person_6_4d_508.wav,ચિની એકિલં ખાટાઉ
person_6_555a_394.wav,नून कति बाकी छो?
person_6_555b_465.wav,ਨਂ ਇਕਿਲਤਪਾ
person_6_555c_396.wav,ਨਂ ਏਕੀਲੋ ਬੇਚਾ
person_6_555d_333.wav,नुन एक किलो काटव।
person_6_55a_709.wav,नून कति बागी छो?
person_6_55b_772.wav,ਨੂ ਇਕੀਲੁ थાબા
person_6_55c_764.wav,ਨਂ 1 ਕਿਲਂ ਬੇਚਾ
person_6_55d_901.wav,ਨਂ ਏਕਿਲੋ ਕાਟાન
person_6_5a_474.wav,नून कति बागी छा?
person_6_5b_521.wav,ਨਂਨ ਏਕੀਲੋ धपਾ
person_6_5c_560.wav,नून 1 किलो बेचा
person_6_5d_628.wav,নঙল এককিলੁ খটাউ
person_7_111w_607.wav,ચામલ કતી બાગિ છામલ
person_7_111x_264.wav,सामल एक किलो धापर
person_7_111y_249.wav,चैमल 1 किलो बेचा
person_7_111z_305.wav,चामल 1 किलो कटाउ
person_7_11w_290.wav,हमल कति बागी छा?
person_7_11x_626.wav,इस आमल एक किलो धबा
person_7_11y_670.wav,चाहिमाल 1 किलो बेचा
person_7_11z_618.wav,एमल एक किलो कटाओ
person_7_1w_499.wav,चामुल कटी बागी छा?
person_7_1x_363.wav,ਇਕੀਲੋ धबा
person_7_1y_353.wav,चाहमाल एक केलो बेचा
person_7_1z_421.wav,चामाल एक किलो कटा भूँ
person_7_222w_676.wav,दाल कति बाकी सब?
person_7_222x_336.wav,दाल एक किलो धापा
person_7_222y_285.wav,दाल 1 किलो बेचा
person_7_222z_231.wav,दाल एक किलो कटाओ
person_7_22w_846.wav,दलकती बैकी छा
person_7_22x_31.wav,दाल 1 किलो थापा
person_7_22y_11.wav,दाल 1 केले बेचा
person_7_22z_71.wav,ताल एक किलो कटाओ
person_7_2w_439.wav,तैल कति भाईकी छा?
person_7_2x_552.wav,दाल 1 केलो धापा
person_7_2y_529.wav,धाल 1 किलो बेचा
person_7_2z_484.wav,दाल 1 किलो गटाओ
person_7_333w_274.wav,कती बाईकी स्व?
person_7_333x_616.wav,तेल एक लिटर भापा
person_7_333y_576.wav,टेल एक लिटर देचा
person_7_333z_630.wav,तेल एक लिटर गटाओ
person_7_33w_478.wav,एल कति बागी छा?
person_7_33x_345.wav,तिल 1 लिटर धाबा
person_7_33y_382.wav,तेल 1 लिटर बेचा
person_7_33z_453.wav,एल एक लिटर कटाओ
person_7_3w_250.wav,तेल कति बागी सा?
person_7_3x_594.wav,एक लिटर धाबा
person_7_3y_606.wav,तेल एक लिटर बेचा
person_7_3z_651.wav,तेल 1 लिटर कटाओ
person_7_444w_520.wav,चीनी कति बाकी छा?
person_7_444x_402.wav,चीनी एक किलो धाबा
person_7_444y_459.wav,चीनी एक किलो दे छा
person_7_444z_388.wav,चीनी एक किलो कटाऊ
person_7_44w_556.wav,કિકાતી બાગિ છા
person_7_44x_448.wav,छीनी एक गिल्योदा पाँ
person_7_44y_408.wav,छीनी एक किलो बेचा
person_7_44z_343.wav,चीनी एक किलो गटाओ
person_7_4w_147.wav,छिनी कति बाकी छा?
person_7_4x_714.wav,इनि एक गिलो धाबा
person_7_4y_699.wav,ਫਿਨਿ ਏਕਕਿਲਵਬੇਚਾ
person_7_4z_760.wav,चीनी एक किलो गटाओ
